,PM10 (µg/m3),Time,Date,NO (µg/m3),PM2.5 (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
218,202.0,06:30:00,2023-02-03,30.91129693687387,75.0,68.5,58.3,1.16,12.234777615292785,19.1,7.3,0.2
219,190.0,06:45:00,2023-02-03,32.76753414793937,58.0,67.2,57.0,1.19,13.274928429454636,18.5,6.6,0.2
220,190.0,07:00:00,2023-02-03,33.016265280861106,58.0,67.0,56.3,1.21,13.965676434766628,18.5,7.2,0.2
221,190.0,07:15:00,2023-02-03,32.269177351094555,58.0,65.1,54.2,1.24,14.583896263548382,19.0,8.6,0.2
222,190.0,07:30:00,2023-02-03,30.359114508467705,58.0,64.5,53.4,1.41,14.899626492704034,19.0,12.1,0.2
223,117.0,07:45:00,2023-02-03,24.25483220268789,100.0,65.8,53.6,1.4,21.080540681002635,19.3,15.8,0.2
224,117.0,08:00:00,2023-02-03,19.264314682232694,100.0,66.3,53.1,1.18,19.59986980073813,20.0,25.2,0.2
225,117.0,08:15:00,2023-02-03,21.056062191711117,100.0,66.5,52.6,1.19,14.42567394212667,20.3,29.2,0.2
226,117.0,08:30:00,2023-02-03,19.508112002398075,100.0,66.9,51.5,1.24,13.840201476638862,21.0,28.4,0.2
227,197.0,08:45:00,2023-02-03,16.918418531049866,92.0,69.6,50.7,1.13,17.268853748730795,20.9,39.70217577464559,0.2
228,197.0,09:00:00,2023-02-03,15.408915189179295,92.0,71.1,50.7,1.04,18.95667407046821,21.4,46.2,0.2
229,197.0,09:15:00,2023-02-03,14.038142766237574,92.0,72.0,50.5,0.98,21.631572380952313,22.8,46.2,0.2
230,197.0,09:30:00,2023-02-03,12.374605151103971,92.0,73.5,50.1,0.95,34.454266746478375,24.4,49.4,0.2
231,179.0,09:45:00,2023-02-03,11.71100723313046,50.0,73.9,49.0,1.1064269939172915,42.65059635668858,27.7,51.2,0.2
232,179.0,10:00:00,2023-02-03,11.710940748102388,50.0,74.3,48.7,1.84,54.24987081759441,30.4,51.9,0.2
233,179.0,10:15:00,2023-02-03,9.04329347983746,50.0,74.8,48.4,1.84,44.95536566204363,31.4,53.3,0.2
234,179.0,10:30:00,2023-02-03,7.109904613244494,50.0,75.9,48.4,0.98,48.42237494472003,31.9,54.6,0.2
235,179.0,10:45:00,2023-02-03,4.865085257074256,37.0,76.7,48.5,0.96,50.92962539941882,31.5,55.0,0.2
236,179.0,11:00:00,2023-02-03,5.082302852869173,37.0,77.9,48.2,0.94,59.56240889116547,30.3,59.0,0.2
237,179.0,11:15:00,2023-02-03,5.550451008647265,37.0,78.2,47.5,0.93,59.56240889116547,30.5,59.9,0.2
238,179.0,11:30:00,2023-02-03,6.96752672565292,37.0,77.7,47.5,0.93,59.56240889116547,30.8,59.1,0.1
239,114.0,11:45:00,2023-02-03,7.090766309897209,22.0,66.89007641131532,35.862208206498686,0.94,59.56240889116547,8.726566617714063,55.9,0.1
240,114.0,12:00:00,2023-02-03,4.81697627866266,22.0,76.8,44.2,0.97,54.1149440078859,25.3,53.9,0.1
241,114.0,12:15:00,2023-02-03,4.81697627866266,22.0,76.8,44.2,1.02,36.61445826271655,25.3,50.9,0.1
242,114.0,12:30:00,2023-02-03,4.81697627866266,22.0,76.8,44.2,1.05,46.75361263318088,24.0,52.0,0.1
243,97.0,12:45:00,2023-02-03,4.81697627866266,27.0,79.8,46.6,1.06,66.83617348851757,25.4,52.3,0.1
244,97.0,13:00:00,2023-02-03,6.920548325674218,27.0,83.0,49.0,1.03,51.75781872359021,25.9,55.5,0.1
245,97.0,13:15:00,2023-02-03,5.172524254833874,27.0,82.9,49.0,0.98,51.12630013239336,24.4,57.3,0.1
246,97.0,13:30:00,2023-02-03,4.987132088291285,27.0,82.2,48.7,0.94,61.667211309070424,22.3,61.7,0.1
247,147.0,13:45:00,2023-02-03,4.647741447514896,24.0,81.2,47.9,0.94,49.421487643977244,21.1,60.8,0.1
248,147.0,14:00:00,2023-02-03,4.854774818244137,24.0,81.5,47.8,0.94,53.21175228229315,20.2,60.3,0.1
249,147.0,14:15:00,2023-02-03,5.469983758144343,24.0,80.2,47.0,0.94,36.97137557550837,19.8,61.6,0.1
250,147.0,14:30:00,2023-02-03,5.736887081513439,24.0,80.1,46.8,0.92,29.556898280473426,19.8,58.5,0.1
251,108.0,14:45:00,2023-02-03,6.123020622098822,27.0,80.4,46.9,0.9,27.44816640803325,20.3,58.7,0.1
252,108.0,15:00:00,2023-02-03,5.380136462297448,27.0,80.6,46.8,0.89,36.9062046064619,20.7,60.8,0.1
253,108.0,15:15:00,2023-02-03,4.955897841624916,27.0,81.6,47.4,0.89,57.51431611297757,20.2,57.8,0.1
254,108.0,15:30:00,2023-02-03,5.401612102683011,27.0,82.5,47.2,0.89,67.18690400034855,20.2,54.7,0.1
255,128.0,15:45:00,2023-02-03,4.735471929612866,14.0,83.8,47.7,0.88,36.573311340170044,19.9,53.3,0.1
256,128.0,16:00:00,2023-02-03,4.764356541336541,14.0,84.8,48.1,0.86,39.93360140373257,19.9,51.4,0.1
257,128.0,16:15:00,2023-02-03,5.206469595098611,14.0,84.5,48.9,0.92,31.30174309852665,19.3,50.0,0.1
258,128.0,16:30:00,2023-02-03,5.202332490101699,14.0,84.9,49.3,0.95,28.185499729014737,19.3,49.9,0.1
259,121.0,16:45:00,2023-02-03,4.698387717239616,34.0,85.7,49.3,0.97,17.15310045844553,18.9,49.3,0.1
260,121.0,17:00:00,2023-02-03,4.191221181589972,34.0,87.2,50.1,0.95,18.225789195936336,19.5,48.9,0.1
261,121.0,17:15:00,2023-02-03,4.535478213105023,34.0,87.7,50.6,0.96,18.348380411173466,22.2,47.1,0.1
262,121.0,17:30:00,2023-02-03,4.805703776223567,34.0,88.6,51.5,0.98,23.108189411644712,23.5,44.5,0.1
263,184.0,17:45:00,2023-02-03,4.839045455358434,38.0,90.6,52.7,1.01,22.19591673944421,24.4,38.9,0.1
264,184.0,18:00:00,2023-02-03,4.6491855709150975,38.0,92.5,54.2,1.1,23.24099204976707,24.4,32.5,0.1
265,184.0,18:15:00,2023-02-03,5.077872442032001,38.0,94.8,55.5,1.31,20.315521504197676,24.1,28.8,0.1
266,184.0,18:30:00,2023-02-03,5.044005381393817,38.0,95.4,56.4,1.28,15.250812538710015,24.3,21.2,0.1
267,184.0,18:45:00,2023-02-03,4.63956263081827,64.0,96.6,57.8,1.33,10.53775867136038,24.5,19.4,0.1
268,184.0,19:00:00,2023-02-03,4.713359609074471,64.0,98.5,59.4,1.33,11.36111955551093,24.5,20.0,0.1
269,184.0,19:15:00,2023-02-03,4.709744076553432,64.0,98.5,59.8,1.43,15.126850311954037,24.9,11.7,0.1
270,184.0,19:30:00,2023-02-03,5.331107628661659,64.0,98.3,60.3,1.55,14.975695523403232,24.9,8.8,0.1
271,266.0,19:45:00,2023-02-03,6.566662887057228,60.0,98.8,61.5,1.42,18.98344457020437,25.2,13.8,0.2
272,266.0,20:00:00,2023-02-03,7.953440052734681,60.0,100.8,63.1,1.34,14.666995071306221,25.1,20.7,0.2
273,266.0,20:15:00,2023-02-03,9.437777746380897,60.0,101.4,64.2,1.45,14.602649500519977,25.2,15.8,0.2
274,266.0,20:30:00,2023-02-03,10.71437886242846,60.0,100.8,64.4,1.67,14.073151097613884,25.9,8.1,0.2
275,276.0,20:45:00,2023-02-03,11.318703614532883,52.0,100.8,65.5,1.56,15.13320364728676,26.3,4.7,0.2
276,276.0,21:00:00,2023-02-03,11.695923635086084,52.0,102.4,68.0,1.43,19.199505873939593,26.6,5.0,0.2
277,276.0,21:15:00,2023-02-03,11.2105547095573,52.0,100.9,68.6,1.57,22.81287746506125,24.8,5.3,0.2
278,276.0,21:30:00,2023-02-03,10.268819351567407,52.0,100.4,69.5,1.45,22.799890761471183,23.8,5.2,0.2
279,222.0,21:45:00,2023-02-03,8.376070880045503,59.0,100.7,71.0,1.69,18.17939792824801,22.9,5.9,0.2
280,222.0,22:00:00,2023-02-03,9.090623925943575,59.0,100.0,71.9,1.49,17.4495868259383,21.5,6.7,0.2
281,222.0,22:15:00,2023-02-03,12.113358469731999,59.0,97.2,71.4,1.4,17.890916351241607,20.8,8.9,0.2
282,222.0,22:30:00,2023-02-03,12.844686843909608,59.0,96.3,70.9,1.42,16.147252970579054,20.5,9.4,0.2
283,248.0,22:45:00,2023-02-03,13.787004887967665,52.0,96.1,70.3,1.42,15.525722260879958,20.4,10.1,0.2
284,248.0,23:00:00,2023-02-03,15.808255080381656,52.0,95.2,69.4,1.58,14.895311767843193,20.4,10.0,0.2
285,248.0,23:15:00,2023-02-03,16.618143898840906,52.0,92.4,67.9,1.67,14.00665258323566,20.3,7.9,0.2
286,248.0,23:30:00,2023-02-03,17.376091446569784,52.0,90.7,66.9,1.74,13.013588156440726,20.8,6.5,0.2
287,180.0,23:45:00,2023-02-03,18.121634998783303,67.0,89.9,66.7,0.883180874639995,13.054912630959949,20.3,4.9,0.2
288,180.0,00:00:00,2023-02-04,14.62286277829051,67.0,89.0,67.2,1.64,11.98683278688479,19.7,5.6,0.2
289,180.0,00:15:00,2023-02-04,14.484070232819281,67.0,87.7,66.4,1.59,11.98683278688479,20.0,5.5,0.2
290,180.0,00:30:00,2023-02-04,15.835913638347094,67.0,87.7,66.3,1.6,10.912796290818136,19.5,6.0,0.2
291,216.0,00:45:00,2023-02-04,15.914518304766798,76.0,84.7,64.8,1.63,10.613291091228763,20.2,6.7,0.2
292,216.0,01:00:00,2023-02-04,16.035640102810873,76.0,83.7,63.8,1.5,7.362361415948168,20.8,7.4,0.2
293,216.0,01:15:00,2023-02-04,17.4977768146927,76.0,81.1,61.8,1.4,8.494480522406601,22.6,7.9,0.2
294,216.0,01:30:00,2023-02-04,17.121285473639247,76.0,79.2,60.6,1.42,8.326683634362908,24.7,7.6,0.2
295,211.0,01:45:00,2023-02-04,15.532830124330568,68.0,81.2,60.3,1.37,8.61286330988921,25.7,9.9,0.2
296,211.0,02:00:00,2023-02-04,19.465701807548754,68.0,81.6,60.3,1.32,9.272342842672291,26.9,11.5,0.2
297,211.0,02:15:00,2023-02-04,22.2151462978097,68.0,80.5,59.1,1.25,9.45711417534529,27.8,12.2,0.2
298,211.0,02:30:00,2023-02-04,21.873790848719715,68.0,79.9,57.8,1.19,8.161848138925315,27.5,14.6,0.2
299,211.0,02:45:00,2023-02-04,22.263462940131777,53.0,79.0,56.3,1.2,7.735572262752258,26.9,13.2,0.2
300,211.0,03:00:00,2023-02-04,18.368448583978143,53.0,79.0,55.5,1.25,7.74164407854643,26.7,10.9,0.2
301,211.0,03:15:00,2023-02-04,18.340577134351037,53.0,78.2,54.7,1.27,8.054953494176301,26.0,9.9,0.2
302,211.0,03:30:00,2023-02-04,18.937144516900027,53.0,77.0,53.4,1.27,8.917091140808159,26.1,10.6,0.2
303,124.0,03:45:00,2023-02-04,21.870167274846725,51.0,75.5,52.5,1.25,8.872506527339372,26.3,11.3,0.2
304,124.0,04:00:00,2023-02-04,20.616165020902198,51.0,75.2,51.5,1.19,9.676804123390662,26.3,13.4,0.2
305,124.0,04:15:00,2023-02-04,21.526637246135984,51.0,74.3,51.1,1.16,12.380393116766692,26.2,13.9,0.2
306,124.0,04:30:00,2023-02-04,21.730733878751327,51.0,73.0,49.9,1.19,16.906198687128654,26.1,12.1,0.2
307,130.0,04:45:00,2023-02-04,21.743824289701948,49.0,72.6,48.6,1.21,14.528231561029427,26.2,12.3,0.2
308,130.0,05:00:00,2023-02-04,22.402956532428515,49.0,72.1,48.4,1.21,12.566005515920088,25.9,11.0,0.2
309,130.0,05:15:00,2023-02-04,23.411493155417933,49.0,70.6,47.6,1.33,17.112550959814094,22.8,10.4,0.2
310,130.0,05:30:00,2023-02-04,24.28224218385937,49.0,69.0,47.1,1.6,13.342068694721316,21.1,5.7,0.2
311,101.0,05:45:00,2023-02-04,26.11426088929089,85.0,68.8,48.0,1.48,14.105962330434227,20.3,6.7,0.2
312,101.0,06:00:00,2023-02-04,28.480500068524915,85.0,68.8,48.1,1.35,14.064053830834084,20.1,8.2,0.2
313,101.0,06:15:00,2023-02-04,29.513563480829102,85.0,67.6,47.5,1.44,12.988855773303186,19.5,8.1,0.2
314,101.0,06:30:00,2023-02-04,30.91129693687387,85.0,66.8,46.9,1.99,12.234777615292785,19.6,5.3,0.2
315,167.0,06:45:00,2023-02-04,32.76753414793937,180.0,67.3,48.5,1.74,13.274928429454636,19.5,5.2,0.2
316,167.0,07:00:00,2023-02-04,33.016265280861106,180.0,68.8,51.1,2.04,13.965676434766628,19.4,5.2,0.3
317,167.0,07:15:00,2023-02-04,32.269177351094555,180.0,67.9,52.4,2.34,14.583896263548382,19.9,5.1,0.2
318,167.0,07:30:00,2023-02-04,30.359114508467705,180.0,67.5,53.4,1.48,14.899626492704034,20.1,7.1,0.3
319,329.0,07:45:00,2023-02-04,24.25483220268789,306.0,68.5,54.6,1.02,21.080540681002635,20.8,14.0,0.3
320,329.0,08:00:00,2023-02-04,19.264314682232694,306.0,69.5,54.9,0.61,19.59986980073813,20.9,22.1,0.3
321,329.0,08:15:00,2023-02-04,21.056062191711117,306.0,70.6,54.2,0.63,14.42567394212667,20.4,26.9,0.3
322,329.0,08:30:00,2023-02-04,19.508112002398075,306.0,72.1,53.6,0.73,13.840201476638862,20.3,25.5,0.3
323,522.0,08:45:00,2023-02-04,16.918418531049866,102.0,72.9,53.1,0.69,17.268853748730795,21.2,39.70217577464559,0.3
324,522.0,09:00:00,2023-02-04,15.408915189179295,102.0,74.9,52.8,0.53,18.95667407046821,22.0,35.3,0.3
325,522.0,09:15:00,2023-02-04,14.038142766237574,102.0,76.7,52.2,0.5,21.631572380952313,23.6,35.3,0.3
326,522.0,09:30:00,2023-02-04,12.374605151103971,102.0,78.9,52.5,0.45,34.454266746478375,24.6,38.1,0.3
327,208.0,09:45:00,2023-02-04,11.71100723313046,47.0,81.9,53.3,1.1064269939172915,42.65059635668858,26.5,43.7,0.2
328,208.0,10:00:00,2023-02-04,11.710940748102388,47.0,82.7,53.3,1.26,54.24987081759441,28.1,44.7,0.2
329,208.0,10:15:00,2023-02-04,9.04329347983746,47.0,83.0,53.1,1.26,44.95536566204363,29.9,44.9,0.2
330,208.0,10:30:00,2023-02-04,7.109904613244494,47.0,82.0,52.6,0.41,48.42237494472003,29.6,47.4,0.2
331,208.0,10:45:00,2023-02-04,4.865085257074256,27.0,81.3,51.4,0.4,50.92962539941882,31.5,46.8,0.2
332,208.0,11:00:00,2023-02-04,5.082302852869173,27.0,82.6,51.1,0.39,59.56240889116547,31.6,45.7,0.2
333,208.0,11:15:00,2023-02-04,5.550451008647265,27.0,81.2,50.4,0.38,59.56240889116547,31.0,48.0,0.2
334,208.0,11:30:00,2023-02-04,6.96752672565292,27.0,79.9,49.4,0.37,59.56240889116547,30.4,51.4,0.2
335,113.0,11:45:00,2023-02-04,7.090766309897209,28.0,66.89007641131532,35.862208206498686,0.33,59.56240889116547,8.726566617714063,55.7,0.2
336,113.0,12:00:00,2023-02-04,4.81697627866266,28.0,75.4,47.5,0.3,54.1149440078859,28.8,59.0,0.2
337,113.0,12:15:00,2023-02-04,4.81697627866266,28.0,75.4,47.5,0.3,36.61445826271655,28.8,59.0,0.2
338,113.0,12:30:00,2023-02-04,4.81697627866266,28.0,75.4,47.5,0.29,46.75361263318088,27.0,62.2,0.2
339,144.0,12:45:00,2023-02-04,4.81697627866266,21.0,76.4,46.7,0.27,66.83617348851757,28.8,62.5,0.2
340,85.45745210468856,13:00:00,2023-02-04,6.920548325674218,22.319858172529248,59.33404998893731,35.543815233191076,0.7772387442216391,51.75781872359021,10.5922067763348,62.10865396692448,0.17750511247443762
341,84.01392315711226,13:15:00,2023-02-04,5.172524254833874,22.556075290132796,60.849554385911716,36.507435967355434,0.8917719675650762,51.12630013239336,10.338683328331935,61.912792163954535,0.17750511247443762
342,84.47987937341645,13:30:00,2023-02-04,4.987132088291285,22.197186193020276,55.2,34.4,1.0124855439313083,61.667211309070424,28.5,64.60143714876824,0.17750511247443762
343,43.04238498435347,13:45:00,2023-02-04,4.647741447514896,22.197186193020276,54.7,35.6,1.34,49.421487643977244,30.0,65.1,0.17750511247443762
344,32.92889497518995,14:00:00,2023-02-04,4.854774818244137,18.55538967455979,56.4,36.8,1.33,53.21175228229315,29.5,63.5,0.17750511247443762
345,60.705780795129414,14:15:00,2023-02-04,5.469983758144343,18.55538967455979,55.3,36.5,1.31,36.97137557550837,28.4,63.5,0.17750511247443762
346,70.9974877438155,14:30:00,2023-02-04,5.736887081513439,18.55538967455979,53.8,36.3,0.98,29.556898280473426,27.1,65.3,0.1
347,68.69189994636768,14:45:00,2023-02-04,6.123020622098822,20.0,53.5,36.1,0.68,27.44816640803325,25.7,65.1,0.1
348,38.25867254139419,15:00:00,2023-02-04,5.380136462297448,20.0,56.6,37.6,0.66,36.9062046064619,25.8,62.5,0.1
349,33.75273545190852,15:15:00,2023-02-04,4.955897841624916,20.0,55.8,37.0,0.65,57.51431611297757,26.4,62.6,0.1
350,29.933835876815465,15:30:00,2023-02-04,5.401612102683011,20.0,56.6,37.0,0.66,67.18690400034855,26.5,62.7,0.1
351,156.0,15:45:00,2023-02-04,4.735471929612866,22.0,57.0,37.3,0.66,36.573311340170044,26.1,60.9,0.1
352,156.0,16:00:00,2023-02-04,4.764356541336541,22.0,59.3,37.5,0.66,39.93360140373257,25.1,66.0,0.1
353,156.0,16:15:00,2023-02-04,5.206469595098611,22.0,61.9,38.1,0.66,31.30174309852665,24.3,65.7,0.1
354,156.0,16:30:00,2023-02-04,5.202332490101699,22.0,64.0,39.2,0.66,28.185499729014737,23.9,64.8,0.1
355,129.0,16:45:00,2023-02-04,4.698387717239616,22.0,66.0,40.0,0.69,17.15310045844553,23.8,63.7,0.1
356,129.0,17:00:00,2023-02-04,4.191221181589972,22.0,69.5,41.5,0.7,18.225789195936336,23.5,59.5,0.1
357,129.0,17:15:00,2023-02-04,4.535478213105023,22.0,72.1,42.7,0.7,18.348380411173466,23.3,54.3,0.1
358,129.0,17:30:00,2023-02-04,4.805703776223567,22.0,74.3,43.7,0.7,23.108189411644712,22.6,48.1,0.1
359,139.0,17:45:00,2023-02-04,4.839045455358434,25.0,76.6,45.8,0.74,22.19591673944421,23.3,43.2,0.1
360,139.0,18:00:00,2023-02-04,4.6491855709150975,25.0,77.9,46.9,0.8,23.24099204976707,25.7,34.7,0.1
361,139.0,18:15:00,2023-02-04,5.077872442032001,25.0,80.2,48.2,0.84,20.315521504197676,26.9,32.8,0.1
362,139.0,18:30:00,2023-02-04,5.044005381393817,25.0,82.7,50.0,0.87,15.250812538710015,27.6,25.1,0.1
363,219.0,18:45:00,2023-02-04,4.63956263081827,50.0,85.5,51.9,0.93,10.53775867136038,28.0,23.3,0.1
364,219.0,19:00:00,2023-02-04,4.713359609074471,50.0,87.6,53.8,1.02,11.36111955551093,27.7,17.2,0.1
365,219.0,19:15:00,2023-02-04,4.709744076553432,50.0,90.1,56.0,1.03,15.126850311954037,27.2,11.1,0.1
366,219.0,19:30:00,2023-02-04,5.331107628661659,50.0,91.8,57.6,1.08,14.975695523403232,27.1,7.8,0.1
367,232.0,19:45:00,2023-02-04,6.566662887057228,62.0,92.0,59.1,1.03,18.98344457020437,27.8,5.7,0.1
368,232.0,20:00:00,2023-02-04,7.953440052734681,62.0,92.7,60.6,1.52,14.666995071306221,27.9,4.7,0.1
369,232.0,20:15:00,2023-02-04,9.437777746380897,62.0,93.8,63.2,2.2,14.602649500519977,27.4,5.3,0.1
370,232.0,20:30:00,2023-02-04,10.71437886242846,62.0,93.6,65.9,2.07,14.073151097613884,28.4,5.0,0.2
371,256.0,20:45:00,2023-02-04,11.318703614532883,112.0,93.9,69.2,1.95,15.13320364728676,28.6,5.0,0.2
372,256.0,21:00:00,2023-02-04,11.695923635086084,112.0,95.3,72.2,1.43,19.199505873939593,28.2,5.7,0.2
373,256.0,21:15:00,2023-02-04,11.2105547095573,112.0,96.1,74.2,1.36,22.81287746506125,27.8,5.8,0.2
374,256.0,21:30:00,2023-02-04,10.268819351567407,112.0,95.9,74.9,1.44,22.799890761471183,27.9,6.1,0.2
375,407.0,21:45:00,2023-02-04,8.376070880045503,79.0,94.9,74.8,1.72,18.17939792824801,28.6,5.7,0.2
376,407.0,22:00:00,2023-02-04,9.090623925943575,79.0,92.5,73.8,1.66,17.4495868259383,27.2,6.6,0.2
377,407.0,22:15:00,2023-02-04,12.113358469731999,79.0,90.4,72.6,1.68,17.890916351241607,25.1,7.2,0.2
378,407.0,22:30:00,2023-02-04,12.844686843909608,79.0,89.1,72.0,1.83,16.147252970579054,23.5,6.0,0.2
379,407.0,22:45:00,2023-02-04,13.787004887967665,108.0,88.2,71.8,2.0,15.525722260879958,22.4,5.3,0.2
380,407.0,23:00:00,2023-02-04,15.808255080381656,108.0,87.4,72.7,2.02,14.895311767843193,21.5,5.5,0.2
381,407.0,23:15:00,2023-02-04,16.618143898840906,108.0,85.7,72.8,2.22,14.00665258323566,21.3,4.8,0.2
382,407.0,23:30:00,2023-02-04,17.376091446569784,108.0,83.9,72.3,1.92,13.013588156440726,21.6,5.3,0.2
383,293.0,23:45:00,2023-02-04,18.121634998783303,134.0,81.5,71.5,0.883180874639995,13.054912630959949,22.1,5.4,0.2
384,293.0,00:00:00,2023-02-05,14.62286277829051,134.0,81.1,70.9,1.5,11.98683278688479,22.2,5.3,0.2
385,293.0,00:15:00,2023-02-05,14.484070232819281,134.0,79.9,69.5,1.28,11.98683278688479,22.6,5.6,0.2
386,293.0,00:30:00,2023-02-05,15.835913638347094,134.0,79.7,69.1,1.19,10.912796290818136,22.2,5.1,0.3
387,307.0,00:45:00,2023-02-05,15.914518304766798,116.0,78.8,69.1,1.16,10.613291091228763,22.5,5.0,0.3
388,307.0,01:00:00,2023-02-05,16.035640102810873,116.0,78.5,70.4,1.23,7.362361415948168,22.6,5.3,0.2
389,307.0,01:15:00,2023-02-05,17.4977768146927,116.0,78.0,72.3,1.19,8.494480522406601,22.5,5.4,0.2
390,307.0,01:30:00,2023-02-05,17.121285473639247,116.0,79.6,75.3,1.25,8.326683634362908,22.2,5.3,0.3
391,291.0,01:45:00,2023-02-05,15.532830124330568,123.0,79.3,79.5,1.31,8.61286330988921,23.3,4.5,0.2
392,291.0,02:00:00,2023-02-05,19.465701807548754,123.0,78.1,83.3,1.29,9.272342842672291,25.0,5.4,0.3
393,291.0,02:15:00,2023-02-05,22.2151462978097,123.0,77.9,87.8,1.28,9.45711417534529,26.4,4.6,0.3
394,291.0,02:30:00,2023-02-05,21.873790848719715,123.0,78.5,91.8,1.27,8.161848138925315,27.3,4.8,0.3
395,431.0,02:45:00,2023-02-05,22.263462940131777,111.0,77.6,94.1,1.23,7.735572262752258,28.4,5.3,0.3
396,431.0,03:00:00,2023-02-05,18.368448583978143,111.0,78.7,95.9,1.21,7.74164407854643,28.6,5.2,0.3
397,431.0,03:15:00,2023-02-05,18.340577134351037,111.0,78.2,96.4,1.2,8.054953494176301,28.0,5.1,0.3
398,431.0,03:30:00,2023-02-05,18.937144516900027,111.0,77.3,95.8,1.08,8.917091140808159,27.7,4.2,0.3
399,328.0,03:45:00,2023-02-05,21.870167274846725,85.0,76.7,93.5,0.98,8.872506527339372,28.3,4.9,0.3
400,328.0,04:00:00,2023-02-05,20.616165020902198,85.0,76.0,90.2,0.77,9.676804123390662,28.8,5.4,0.3
401,328.0,04:15:00,2023-02-05,21.526637246135984,85.0,76.2,87.2,0.65,12.380393116766692,28.0,6.3,0.3
402,328.0,04:30:00,2023-02-05,21.730733878751327,85.0,75.7,82.9,0.66,16.906198687128654,27.9,5.7,0.2
403,228.0,04:45:00,2023-02-05,21.743824289701948,57.0,73.8,78.7,0.72,14.528231561029427,28.1,5.2,0.2
404,228.0,05:00:00,2023-02-05,22.402956532428515,57.0,72.6,75.3,0.62,12.566005515920088,27.9,6.4,0.2
405,228.0,05:15:00,2023-02-05,23.411493155417933,57.0,72.5,71.8,0.6,17.112550959814094,27.6,6.7,0.2
406,228.0,05:30:00,2023-02-05,24.28224218385937,57.0,71.6,68.5,0.63,13.342068694721316,27.6,6.2,0.2
407,145.0,05:45:00,2023-02-05,26.11426088929089,52.0,71.4,67.0,0.71,14.105962330434227,27.8,5.0,0.2
408,145.0,06:00:00,2023-02-05,28.480500068524915,52.0,71.1,65.7,0.74,14.064053830834084,25.5,5.3,0.2
409,145.0,06:15:00,2023-02-05,29.513563480829102,52.0,70.1,64.4,1.12,12.988855773303186,23.2,5.0,0.2
410,145.0,06:30:00,2023-02-05,30.91129693687387,52.0,68.4,64.1,1.16,12.234777615292785,22.6,5.0,0.2
411,145.0,06:45:00,2023-02-05,32.76753414793937,151.0,67.8,64.5,1.35,13.274928429454636,22.2,5.3,0.2
412,145.0,07:00:00,2023-02-05,33.016265280861106,151.0,68.5,66.5,1.27,13.965676434766628,21.5,5.4,0.2
413,145.0,07:15:00,2023-02-05,32.269177351094555,151.0,67.9,67.5,1.24,14.583896263548382,21.5,5.1,0.3
414,145.0,07:30:00,2023-02-05,30.359114508467705,151.0,67.7,68.7,0.82,14.899626492704034,21.7,8.2,0.3
415,335.0,07:45:00,2023-02-05,24.25483220268789,133.0,67.8,68.0,0.57,21.080540681002635,22.1,16.3,0.3
416,335.0,08:00:00,2023-02-05,19.264314682232694,133.0,68.8,67.2,0.5,19.59986980073813,21.9,24.5,0.3
417,335.0,08:15:00,2023-02-05,21.056062191711117,133.0,68.8,65.8,0.49,14.42567394212667,22.1,27.4,0.2
418,335.0,08:30:00,2023-02-05,19.508112002398075,133.0,68.8,64.0,0.58,13.840201476638862,22.3,30.9,0.2
419,282.0,08:45:00,2023-02-05,16.918418531049866,69.0,70.4,62.4,0.55,17.268853748730795,22.4,39.70217577464559,0.2
420,282.0,09:00:00,2023-02-05,15.408915189179295,69.0,72.6,60.9,0.55,18.95667407046821,22.6,38.9,0.2
421,282.0,09:15:00,2023-02-05,14.038142766237574,69.0,73.3,58.5,0.63,21.631572380952313,22.8,38.9,0.2
422,282.0,09:30:00,2023-02-05,12.374605151103971,69.0,75.5,57.8,0.5,34.454266746478375,22.4,44.3,0.2
423,166.0,09:45:00,2023-02-05,11.71100723313046,64.0,77.8,56.3,1.1064269939172915,42.65059635668858,23.3,47.6,0.2
424,166.0,10:00:00,2023-02-05,11.710940748102388,64.0,79.5,55.4,1.29,54.24987081759441,25.6,52.5,0.2
425,166.0,10:15:00,2023-02-05,9.04329347983746,64.0,81.1,54.0,1.29,44.95536566204363,26.4,56.2,0.2
426,166.0,10:30:00,2023-02-05,7.109904613244494,64.0,82.7,53.4,0.46,48.42237494472003,26.8,59.8,0.2
427,161.0,10:45:00,2023-02-05,4.865085257074256,38.0,84.1,52.7,0.44,50.92962539941882,27.1,62.6,0.2
428,161.0,11:00:00,2023-02-05,5.082302852869173,38.0,84.7,51.9,0.44,59.56240889116547,26.6,63.8,0.2
429,161.0,11:15:00,2023-02-05,5.550451008647265,38.0,84.5,51.1,0.42,59.56240889116547,25.9,64.5,0.2
430,161.0,11:30:00,2023-02-05,6.96752672565292,38.0,84.3,50.0,0.38,59.56240889116547,25.4,57.2,0.2
431,111.0,11:45:00,2023-02-05,7.090766309897209,26.0,66.89007641131532,35.862208206498686,0.35,59.56240889116547,8.726566617714063,55.5,0.2
432,111.0,12:00:00,2023-02-05,4.81697627866266,26.0,81.2,48.6,0.34,54.1149440078859,27.0,56.3,0.2
433,111.0,12:15:00,2023-02-05,4.81697627866266,26.0,81.2,48.6,0.3,36.61445826271655,27.0,58.1,0.2
